#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 258000      1.36e+00    1.07e+00      9.05e-03    8.04e-03      8.26e-02    6.51e-02    2.7e-04
 259000      1.24e+00    8.28e-01      4.89e-03    1.96e-03      7.56e-02    5.08e-02    2.6e-04
 260000      1.33e+00    9.70e-01      1.79e-03    1.74e-03      8.17e-02    5.97e-02    2.6e-04
 261000      1.33e+00    8.37e-01      4.49e-03    3.91e-03      8.19e-02    5.16e-02    2.6e-04
 262000      1.38e+00    9.55e-01      3.42e-03    5.75e-03      8.53e-02    5.90e-02    2.6e-04
 263000      1.61e+00    1.38e+00      4.25e-02    1.01e-02      8.96e-02    8.49e-02    2.6e-04
 264000      1.33e+00    7.73e-01      2.59e-03    5.67e-03      8.26e-02    4.80e-02    2.6e-04
 265000      1.43e+00    7.80e-01      7.03e-03    1.49e-02      8.86e-02    4.85e-02    2.6e-04
 266000      1.47e+00    1.36e+00      5.83e-03    3.49e-03      9.17e-02    8.46e-02    2.6e-04
 267000      1.33e+00    1.35e+00      1.37e-02    6.38e-03      8.22e-02    8.43e-02    2.5e-04
 268000      1.33e+00    1.11e+00      1.14e-03    6.99e-03      8.32e-02    6.97e-02    2.5e-04
 269000      1.29e+00    9.82e-01      7.89e-03    1.76e-03      7.87e-02    6.18e-02    2.5e-04
 270000      1.29e+00    7.01e-01      6.15e-03    1.79e-03      8.14e-02    4.42e-02    2.5e-04
 271000      1.23e+00    8.19e-01      1.87e-03    1.77e-02      7.77e-02    5.10e-02    2.5e-04
 272000      1.26e+00    1.29e+00      9.59e-03    1.81e-03      7.95e-02    8.18e-02    2.5e-04
 273000      1.21e+00    6.19e-01      1.89e-02    1.40e-02      7.47e-02    3.93e-02    2.5e-04
 274000      1.27e+00    7.57e-01      5.38e-03    1.79e-02      8.11e-02    4.81e-02    2.5e-04
 275000      1.27e+00    7.65e-01      3.19e-03    1.14e-02      8.14e-02    4.87e-02    2.4e-04
 276000      1.31e+00    6.56e-01      1.30e-02    1.62e-02      8.28e-02    4.19e-02    2.4e-04
 277000      1.36e+00    6.23e-01      1.50e-02    1.88e-02      8.60e-02    3.98e-02    2.4e-04
 278000      1.98e+00    7.73e-01      7.01e-02    6.44e-02      8.99e-02    4.30e-02    2.4e-04
 279000      1.13e+00    1.11e+00      1.51e-03    2.28e-03      7.32e-02    7.19e-02    2.4e-04
 280000      1.26e+00    1.25e+00      9.35e-03    1.05e-02      8.06e-02    7.96e-02    2.4e-04
 281000      1.30e+00    1.06e+00      3.13e-03    1.68e-02      8.42e-02    6.81e-02    2.4e-04
 282000      1.25e+00    6.16e-01      5.63e-03    2.54e-04      8.08e-02    4.01e-02    2.4e-04
 283000      1.18e+00    1.44e+00      6.31e-03    2.63e-03      7.55e-02    9.37e-02    2.3e-04
 284000      1.35e+00    1.17e+00      2.19e-02    1.11e-02      8.33e-02    7.48e-02    2.3e-04
 285000      1.33e+00    8.32e-01      2.83e-02    2.09e-02      7.90e-02    5.39e-02    2.3e-04
 286000      1.32e+00    1.05e+00      2.43e-02    2.34e-02      8.16e-02    6.81e-02    2.3e-04
 287000      1.24e+00    8.90e-01      1.42e-02    1.74e-02      7.94e-02    5.82e-02    2.3e-04
 288000      1.31e+00    1.27e+00      1.76e-03    4.68e-04      8.63e-02    8.36e-02    2.3e-04
 289000      1.20e+00    1.24e+00      1.25e-03    4.29e-04      7.96e-02    8.23e-02    2.3e-04
 290000      1.14e+00    9.18e-01      1.44e-03    1.01e-03      7.56e-02    6.10e-02    2.3e-04
 291000      1.38e+00    2.33e+00      5.18e-03    1.91e-02      9.17e-02    1.55e-01    2.2e-04
 292000      1.30e+00    9.67e-01      2.39e-02    1.70e-02      8.08e-02    6.39e-02    2.2e-04
 293000      1.12e+00    1.27e+00      1.06e-03    9.71e-04      7.47e-02    8.53e-02    2.2e-04
 294000      1.36e+00    1.24e+00      2.61e-02    2.31e-02      8.63e-02    7.64e-02    2.2e-04
 295000      1.24e+00    6.41e-01      2.80e-03    3.18e-03      8.36e-02    4.31e-02    2.2e-04
 296000      1.18e+00    8.03e-01      6.80e-03    2.35e-02      7.94e-02    5.33e-02    2.2e-04
 297000      1.14e+00    7.77e-01      1.68e-03    1.79e-03      7.73e-02    5.25e-02    2.2e-04
 298000      1.03e+00    6.36e-01      1.11e-02    3.88e-03      6.79e-02    4.31e-02    2.2e-04
 299000      1.23e+00    9.29e-01      1.20e-03    3.19e-03      8.37e-02    6.31e-02    2.2e-04
 300000      1.24e+00    1.00e+00      1.38e-02    4.38e-03      7.92e-02    6.82e-02    2.1e-04
 301000      1.24e+00    8.85e-01      4.81e-03    1.67e-03      8.36e-02    6.05e-02    2.1e-04
 302000      1.74e+00    6.24e-01      9.88e-03    3.14e-03      1.18e-01    4.27e-02    2.1e-04
 303000      1.28e+00    6.85e-01      2.73e-02    4.42e-03      7.55e-02    4.70e-02    2.1e-04
 304000      1.28e+00    8.02e-01      1.67e-02    1.11e-02      8.58e-02    5.50e-02    2.1e-04
 305000      1.18e+00    1.11e+00      8.28e-03    4.66e-04      7.85e-02    7.65e-02    2.1e-04
 306000      1.25e+00    1.22e+00      2.36e-02    5.55e-03      7.98e-02    8.45e-02    2.1e-04
 307000      1.16e+00    7.35e-01      1.27e-02    1.57e-02      7.84e-02    5.09e-02    2.1e-04
 308000      1.15e+00    7.00e-01      1.45e-03    2.51e-03      7.98e-02    4.87e-02    2.1e-04
 309000      1.15e+00    8.85e-01      1.39e-02    6.25e-03      7.79e-02    6.16e-02    2.0e-04
 310000      1.38e+00    1.06e+00      2.07e-02    2.19e-03      8.77e-02    7.38e-02    2.0e-04
 311000      1.09e+00    8.82e-01      7.24e-03    2.95e-03      7.57e-02    6.18e-02    2.0e-04
 312000      1.17e+00    1.16e+00      2.94e-03    9.41e-03      8.21e-02    8.12e-02    2.0e-04
 313000      1.19e+00    1.24e+00      2.02e-02    1.66e-02      8.01e-02    8.36e-02    2.0e-04
 314000      1.09e+00    7.48e-01      5.65e-03    1.62e-03      7.59e-02    5.28e-02    2.0e-04
 315000      1.17e+00    1.08e+00      3.93e-03    3.70e-03      8.23e-02    7.65e-02    2.0e-04
 316000      1.36e+00    1.13e+00      1.26e-02    7.66e-03      9.54e-02    7.97e-02    2.0e-04
 317000      1.09e+00    1.09e+00      6.02e-03    3.35e-04      7.74e-02    7.75e-02    2.0e-04
 318000      1.21e+00    5.97e-01      3.14e-02    3.24e-02      7.57e-02    4.01e-02    2.0e-04
 319000      1.09e+00    3.90e-01      6.07e-03    9.90e-03      7.76e-02    2.77e-02    1.9e-04
 320000      1.17e+00    1.08e+00      4.98e-03    1.20e-04      8.32e-02    7.71e-02    1.9e-04
 321000      1.16e+00    5.93e-01      8.36e-03    2.09e-03      8.07e-02    4.26e-02    1.9e-04
 322000      1.32e+00    6.41e-01      3.27e-02    3.39e-02      8.17e-02    4.53e-02    1.9e-04
 323000      1.07e+00    1.10e+00      7.90e-03    5.65e-03      7.69e-02    7.91e-02    1.9e-04
 324000      9.91e-01    9.62e-01      1.27e-02    1.01e-02      7.07e-02    6.79e-02    1.9e-04
 325000      1.04e+00    9.88e-01      9.13e-03    3.41e-04      7.26e-02    7.17e-02    1.9e-04
 326000      1.07e+00    1.06e+00      5.20e-03    4.80e-03      7.75e-02    7.70e-02    1.9e-04
 327000      1.22e+00    1.14e+00      5.90e-03    4.26e-03      8.86e-02    8.29e-02    1.9e-04
 328000      1.05e+00    9.97e-01      2.69e-03    1.57e-03      7.68e-02    7.29e-02    1.9e-04
 329000      1.75e+00    1.71e+00      7.66e-02    1.44e-01      7.86e-02    8.66e-02    1.9e-04
 330000      1.18e+00    7.82e-01      5.60e-03    3.63e-03      8.61e-02    5.74e-02    1.8e-04
 331000      1.06e+00    5.70e-01      4.27e-03    5.88e-03      7.80e-02    4.20e-02    1.8e-04
 332000      1.02e+00    1.01e+00      1.17e-02    1.41e-02      7.32e-02    7.41e-02    1.8e-04
 333000      1.02e+00    6.54e-01      1.02e-03    1.32e-03      7.57e-02    4.85e-02    1.8e-04
 334000      1.01e+00    1.07e+00      1.48e-03    1.08e-03      7.53e-02    7.94e-02    1.8e-04
 335000      1.22e+00    6.96e-01      2.43e-02    3.00e-02      8.38e-02    5.12e-02    1.8e-04
 336000      1.07e+00    1.02e+00      8.45e-03    5.56e-03      7.95e-02    7.59e-02    1.8e-04
 337000      1.03e+00    7.58e-01      9.94e-03    6.01e-03      7.59e-02    5.66e-02    1.8e-04
 338000      1.02e+00    1.05e+00      8.19e-03    7.60e-03      7.58e-02    7.75e-02    1.8e-04
 339000      1.07e+00    9.88e-01      2.37e-02    1.88e-02      7.28e-02    6.79e-02    1.8e-04
 340000      1.03e+00    4.83e-01      1.97e-03    3.13e-03      7.79e-02    3.64e-02    1.7e-04
 341000      1.06e+00    9.80e-01      2.91e-03    1.37e-03      8.03e-02    7.41e-02    1.7e-04
 342000      1.02e+00    1.06e+00      2.87e-03    2.55e-03      7.68e-02    8.01e-02    1.7e-04
 343000      9.84e-01    6.80e-01      2.61e-03    4.86e-03      7.47e-02    5.17e-02    1.7e-04
 344000      1.01e+00    5.83e-01      1.97e-03    2.26e-03      7.68e-02    4.44e-02    1.7e-04
 345000      1.11e+00    7.96e-01      2.39e-02    9.68e-03      7.72e-02    6.05e-02    1.7e-04
 346000      8.51e-01    9.67e-01      9.64e-03    6.84e-03      6.48e-02    7.32e-02    1.7e-04
 347000      1.07e+00    6.41e-01      2.80e-02    3.11e-02      7.54e-02    4.84e-02    1.7e-04
 348000      1.18e+00    6.79e-01      2.74e-02    3.57e-02      8.07e-02    4.93e-02    1.7e-04
 349000      9.41e-01    6.48e-01      6.51e-03    5.57e-03      7.19e-02    4.99e-02    1.7e-04
 350000      9.92e-01    6.67e-01      1.64e-02    5.12e-03      6.97e-02    5.15e-02    1.7e-04
 351000      1.18e+00    1.00e+00      2.96e-02    1.58e-03      8.69e-02    7.77e-02    1.7e-04
 352000      9.89e-01    9.87e-01      5.89e-03    3.10e-03      7.56e-02    7.66e-02    1.6e-04
 353000      1.02e+00    1.02e+00      4.61e-03    3.02e-03      7.93e-02    7.92e-02    1.6e-04
 354000      9.82e-01    6.19e-01      9.67e-03    2.52e-03      7.54e-02    4.84e-02    1.6e-04
 355000      1.07e+00    9.93e-01      2.18e-02    1.55e-03      7.44e-02    7.78e-02    1.6e-04
 356000      9.83e-01    1.01e+00      8.59e-03    1.79e-03      7.32e-02    7.94e-02    1.6e-04
 357000      9.80e-01    1.02e+00      1.48e-03    1.63e-03      7.72e-02    8.06e-02    1.6e-04
 358000      9.83e-01    1.04e+00      3.18e-03    3.30e-03      7.69e-02    8.24e-02    1.6e-04
 359000      9.57e-01    5.83e-01      1.69e-03    1.41e-03      7.57e-02    4.62e-02    1.6e-04
 360000      1.23e+00    1.26e+00      3.58e-02    4.09e-02      7.60e-02    7.72e-02    1.6e-04
 361000      9.77e-01    6.17e-01      1.67e-03    5.71e-03      7.77e-02    4.90e-02    1.6e-04
 362000      1.15e+00    6.88e-01      3.82e-02    4.74e-02      7.56e-02    5.31e-02    1.6e-04
 363000      9.07e-01    5.36e-01      3.61e-03    1.03e-02      7.24e-02    4.26e-02    1.6e-04
 364000      9.77e-01    9.97e-01      6.36e-03    7.69e-03      7.77e-02    7.88e-02    1.5e-04
 365000      1.01e+00    5.46e-01      9.94e-03    7.28e-03      8.01e-02    4.39e-02    1.5e-04
 366000      1.03e+00    1.02e+00      1.62e-02    3.11e-02      7.95e-02    7.94e-02    1.5e-04
 367000      9.95e-01    5.08e-01      6.26e-03    9.77e-03      7.99e-02    4.09e-02    1.5e-04
 368000      1.18e+00    8.88e-01      1.38e-02    4.57e-03      9.35e-02    7.20e-02    1.5e-04
 369000      1.00e+00    5.29e-01      8.76e-03    8.54e-03      8.05e-02    4.29e-02    1.5e-04
 370000      9.23e-01    6.98e-01      3.69e-03    5.25e-04      7.49e-02    5.68e-02    1.5e-04
 371000      9.56e-01    7.91e-01      1.38e-02    1.46e-03      7.52e-02    6.46e-02    1.5e-04
 372000      9.03e-01    7.10e-01      1.21e-02    6.71e-03      7.09e-02    5.80e-02    1.5e-04
 373000      9.50e-01    8.92e-01      1.37e-02    9.16e-03      7.66e-02    7.31e-02    1.5e-04
 374000      8.81e-01    7.50e-01      5.73e-03    6.21e-03      7.21e-02    6.16e-02    1.5e-04
 375000      9.94e-01    9.63e-01      1.16e-02    6.44e-03      8.04e-02    7.86e-02    1.5e-04
 376000      9.51e-01    9.42e-01      7.23e-03    6.71e-03      7.79e-02    7.70e-02    1.5e-04
 377000      1.01e+00    5.17e-01      1.58e-02    1.31e-02      7.95e-02    4.27e-02    1.4e-04
 378000      9.68e-01    9.56e-01      1.17e-02    7.82e-03      7.83e-02    7.82e-02    1.4e-04
 379000      9.25e-01    8.31e-01      8.31e-03    1.62e-02      7.38e-02    6.82e-02    1.4e-04
 380000      1.06e+00    4.49e-01      1.56e-02    8.23e-03      8.56e-02    3.75e-02    1.4e-04
 381000      9.72e-01    9.35e-01      3.14e-03    4.13e-04      8.11e-02    7.83e-02    1.4e-04
 382000      1.30e+00    4.92e-01      5.34e-02    6.64e-02      7.18e-02    3.57e-02    1.4e-04
 383000      9.40e-01    5.06e-01      9.78e-03    7.12e-03      7.57e-02    4.25e-02    1.4e-04
 384000      8.96e-01    6.06e-01      8.44e-03    2.08e-03      7.47e-02    5.12e-02    1.4e-04
 385000      8.36e-01    5.00e-01      4.80e-03    6.34e-03      7.03e-02    4.22e-02    1.4e-04
 386000      9.32e-01    4.99e-01      1.11e-02    5.63e-03      7.72e-02    4.22e-02    1.4e-04
 387000      9.07e-01    5.60e-01      1.25e-02    8.45e-03      7.37e-02    4.74e-02    1.4e-04
 388000      7.93e-01    5.78e-01      5.82e-03    2.26e-03      6.67e-02    4.93e-02    1.4e-04
 389000      8.65e-01    5.27e-01      1.70e-02    9.94e-03      7.11e-02    4.47e-02    1.4e-04
 390000      8.72e-01    5.78e-01      1.48e-02    6.04e-03      7.00e-02    4.95e-02    1.4e-04
 391000      9.39e-01    5.34e-01      1.14e-02    1.89e-05      7.88e-02    4.58e-02    1.3e-04
 392000      8.57e-01    4.62e-01      9.76e-04    1.27e-03      7.38e-02    3.98e-02    1.3e-04
 393000      7.32e-01    8.18e-01      1.27e-02    3.52e-03      5.78e-02    7.06e-02    1.3e-04
 394000      9.85e-01    5.44e-01      3.82e-03    6.00e-04      8.50e-02    4.71e-02    1.3e-04
 395000      9.19e-01    6.21e-01      1.81e-02    1.11e-02      7.43e-02    5.35e-02    1.3e-04
 396000      8.78e-01    5.17e-01      3.88e-03    1.39e-03      7.61e-02    4.50e-02    1.3e-04
 397000      9.25e-01    9.07e-01      1.54e-02    1.33e-02      7.62e-02    7.49e-02    1.3e-04
 398000      8.68e-01    9.20e-01      1.46e-02    1.51e-02      7.14e-02    7.50e-02    1.3e-04
 399000      8.82e-01    5.74e-01      2.39e-02    2.03e-02      6.75e-02    4.99e-02    1.3e-04
 400000      8.24e-01    8.69e-01      2.46e-03    2.28e-03      7.23e-02    7.63e-02    1.3e-04
 401000      8.33e-01    4.85e-01      3.57e-03    1.05e-03      7.32e-02    4.27e-02    1.3e-04
 402000      8.59e-01    5.80e-01      7.09e-03    4.46e-03      7.53e-02    5.12e-02    1.3e-04
 403000      8.96e-01    5.64e-01      6.12e-03    1.26e-03      7.87e-02    4.99e-02    1.3e-04
 404000      7.94e-01    6.95e-01      1.84e-02    6.56e-03      6.43e-02    6.15e-02    1.3e-04
 405000      8.54e-01    4.85e-01      6.44e-03    3.96e-03      7.54e-02    4.31e-02    1.3e-04
 406000      8.50e-01    5.64e-01      7.81e-03    1.19e-02      7.50e-02    4.94e-02    1.2e-04
 407000      8.10e-01    4.31e-01      4.50e-03    3.56e-03      7.20e-02    3.85e-02    1.2e-04
 408000      8.78e-01    8.23e-01      7.94e-03    3.51e-03      7.45e-02    7.35e-02    1.2e-04
 409000      7.94e-01    8.01e-01      1.16e-03    2.63e-03      7.14e-02    7.18e-02    1.2e-04
 410000      8.23e-01    4.29e-01      1.66e-03    3.05e-03      7.41e-02    3.86e-02    1.2e-04
 411000      1.15e+00    1.17e+00      4.86e-02    3.93e-02      7.27e-02    7.12e-02    1.2e-04
 412000      7.72e-01    7.69e-01      3.57e-03    3.26e-03      6.96e-02    6.94e-02    1.2e-04
 413000      7.93e-01    8.16e-01      3.17e-03    5.28e-04      7.18e-02    7.41e-02    1.2e-04
 414000      7.86e-01    6.21e-01      2.52e-03    2.13e-03      7.14e-02    5.65e-02    1.2e-04
 415000      8.45e-01    4.99e-01      3.67e-03    5.41e-03      7.68e-02    4.54e-02    1.2e-04
 416000      8.52e-01    6.13e-01      1.45e-02    1.34e-03      6.84e-02    5.61e-02    1.2e-04
 417000      7.33e-01    8.01e-01      4.08e-03    3.59e-03      6.70e-02    7.32e-02    1.2e-04
 418000      8.18e-01    4.72e-01      6.40e-03    3.61e-03      7.41e-02    4.34e-02    1.2e-04
 419000      8.14e-01    9.13e-01      2.35e-03    5.25e-04      7.49e-02    8.42e-02    1.2e-04
 420000      8.31e-01    5.83e-01      7.64e-03    1.27e-03      7.57e-02    5.39e-02    1.2e-04
 421000      7.89e-01    7.77e-01      1.79e-02    7.05e-03      6.74e-02    7.20e-02    1.2e-04
 422000      8.56e-01    4.76e-01      7.68e-03    8.18e-03      7.82e-02    4.39e-02    1.1e-04
 423000      8.15e-01    5.02e-01      2.08e-03    9.06e-04      7.58e-02    4.68e-02    1.1e-04
 424000      8.11e-01    4.79e-01      6.52e-03    5.74e-03      7.50e-02    4.48e-02    1.1e-04
 425000      7.72e-01    7.66e-01      2.19e-03    1.26e-03      7.21e-02    7.17e-02    1.1e-04
 426000      8.29e-01    7.89e-01      1.37e-02    2.10e-02      7.40e-02    7.20e-02    1.1e-04
 427000      7.46e-01    5.96e-01      6.40e-03    4.97e-04      6.91e-02    5.62e-02    1.1e-04
 428000      8.97e-01    7.25e-01      2.96e-02    5.45e-02      7.06e-02    5.04e-02    1.1e-04
 429000      7.59e-01    4.49e-01      4.35e-03    1.10e-02      7.15e-02    4.23e-02    1.1e-04
 430000      1.37e+00    6.66e-01      5.72e-02    3.88e-02      7.27e-02    5.84e-02    1.1e-04
 431000      7.92e-01    7.99e-01      6.55e-03    9.44e-04      7.44e-02    7.60e-02    1.1e-04
 432000      7.83e-01    7.92e-01      9.92e-03    4.33e-03      7.23e-02    7.50e-02    1.1e-04
 433000      7.85e-01    4.77e-01      5.08e-03    9.73e-03      7.45e-02    4.52e-02    1.1e-04
 434000      7.42e-01    4.22e-01      2.23e-03    4.66e-04      7.10e-02    4.04e-02    1.1e-04
 435000      8.14e-01    6.17e-01      1.22e-02    5.06e-03      7.50e-02    5.92e-02    1.1e-04
 436000      7.78e-01    8.03e-01      1.27e-02    1.30e-02      7.13e-02    7.22e-02    1.1e-04
 437000      7.65e-01    7.61e-01      3.25e-03    8.86e-04      7.36e-02    7.34e-02    1.1e-04
 438000      9.88e-01    4.91e-01      3.13e-02    2.57e-02      7.32e-02    4.46e-02    1.1e-04
 439000      8.16e-01    8.11e-01      2.46e-03    2.34e-03      7.90e-02    7.86e-02    1.1e-04
 440000      7.42e-01    3.39e-01      6.01e-03    1.53e-02      7.16e-02    3.26e-02    1.0e-04
 441000      7.96e-01    6.64e-01      1.22e-02    5.24e-02      7.48e-02    4.54e-02    1.0e-04
 442000      7.39e-01    3.86e-01      3.85e-03    7.10e-04      7.17e-02    3.78e-02    1.0e-04
 443000      7.35e-01    3.66e-01      5.20e-03    6.19e-03      7.13e-02    3.57e-02    1.0e-04
 444000      7.56e-01    3.89e-01      1.13e-02    7.44e-03      7.14e-02    3.81e-02    1.0e-04
 445000      8.26e-01    7.75e-01      9.62e-03    8.03e-03      7.94e-02    7.43e-02    1.0e-04
 446000      7.88e-01    1.76e+00      6.04e-03    8.35e-02      7.71e-02    1.57e-01    1.0e-04
 447000      7.41e-01    4.89e-01      5.21e-03    9.05e-03      7.24e-02    4.81e-02    1.0e-04
 448000      7.51e-01    7.23e-01      2.54e-03    1.56e-04      7.44e-02    7.18e-02    1.0e-04
 449000      6.99e-01    7.14e-01      1.29e-03    2.28e-04      6.96e-02    7.10e-02    1.0e-04
 450000      6.99e-01    4.36e-01      2.38e-03    3.12e-03      6.96e-02    4.35e-02    9.9e-05
 451000      7.12e-01    5.76e-01      2.95e-03    3.88e-03      7.09e-02    5.75e-02    9.9e-05
 452000      8.19e-01    5.91e-01      1.74e-02    1.28e-02      7.28e-02    5.87e-02    9.8e-05
 453000      8.06e-01    6.50e-01      2.10e-02    1.84e-02      6.82e-02    6.32e-02    9.8e-05
 454000      7.19e-01    3.67e-01      2.15e-03    1.31e-03      7.23e-02    3.70e-02    9.7e-05
 455000      6.74e-01    7.22e-01      5.44e-03    5.64e-03      6.74e-02    7.18e-02    9.7e-05
 456000      6.84e-01    7.02e-01      3.42e-03    1.62e-03      6.91e-02    7.10e-02    9.6e-05
 457000      7.05e-01    7.15e-01      1.39e-03    1.08e-03      7.16e-02    7.26e-02    9.6e-05
 458000      7.63e-01    3.74e-01      2.72e-03    7.60e-04      7.75e-02    3.81e-02    9.5e-05
 459000      7.22e-01    6.91e-01      1.95e-03    3.38e-03      7.36e-02    7.01e-02    9.5e-05
 460000      7.02e-01    6.87e-01      2.82e-03    2.81e-03      7.17e-02    7.00e-02    9.4e-05
 461000      7.05e-01    2.86e-01      1.52e-03    7.15e-04      7.23e-02    2.94e-02    9.4e-05
 462000      6.59e-01    4.04e-01      3.10e-03    5.71e-03      6.76e-02    4.15e-02    9.4e-05
 463000      9.83e-01    4.38e-01      2.95e-02    2.65e-02      8.48e-02    4.14e-02    9.3e-05
